Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage
795,Turkmenistan,Insecticides,Agricultural Use,t,2016,66.0,central asia,9.6
795,Turkmenistan,Herbicides,Agricultural Use,t,2016,35.0,central asia,9.6
795,Turkmenistan,Fungicides and Bactericides,Agricultural Use,t,2016,396.0,central asia,9.6
795,Turkmenistan,Other Pesticides nes,Agricultural Use,t,2016,330.0,central asia,9.6
704,Viet Nam,Pesticides (total),Agricultural Use,t,2016,103061.0,south-eastern asia,14.4
704,Viet Nam,Pesticides (total),Use per area of cropland,kg/ha,2016,8.94,south-eastern asia,14.4
704,Viet Nam,Pesticides (total),Use per capita,kg/cap,2016,1.1,south-eastern asia,14.4
704,Viet Nam,Pesticides (total),Use per value of agricultural production,g/Int$,2016,2.16,south-eastern asia,14.4
704,Viet Nam,Insecticides,Agricultural Use,t,2016,51982.0,south-eastern asia,14.4
704,Viet Nam,Herbicides,Agricultural Use,t,2016,21426.0,south-eastern asia,14.4
704,Viet Nam,Fungicides and Bactericides,Agricultural Use,t,2016,29007.0,south-eastern asia,14.4
704,Viet Nam,Plant Growth Regulators,Agricultural Use,t,2016,603.0,south-eastern asia,14.4
704,Viet Nam,Rodenticides,Agricultural Use,t,2016,43.0,south-eastern asia,14.4
887,Yemen,Pesticides (total),Agricultural Use,t,2016,719.0,western asia,12.0
887,Yemen,Pesticides (total),Use per area of cropland,kg/ha,2016,0.52,western asia,12.0
887,Yemen,Pesticides (total),Use per capita,kg/cap,2016,0.02,western asia,12.0
887,Yemen,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.26,western asia,12.0
887,Yemen,Insecticides,Agricultural Use,t,2016,138.0,western asia,12.0
887,Yemen,Fungicides and Bactericides,Agricultural Use,t,2016,555.0,western asia,12.0
887,Yemen,Other Pesticides nes,Agricultural Use,t,2016,25.0,western asia,12.0
051,Armenia,Pesticides (total),Agricultural Use,t,2020,639.0,western asia,14.1
051,Armenia,Pesticides (total),Use per area of cropland,kg/ha,2020,1.27,western asia,14.1
051,Armenia,Pesticides (total),Use per capita,kg/cap,2020,0.22,western asia,14.1
051,Armenia,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.4,western asia,14.1
051,Armenia,Insecticides,Agricultural Use,t,2020,163.0,western asia,14.1
051,Armenia,Herbicides,Agricultural Use,t,2020,124.0,western asia,14.1
051,Armenia,Fungicides and Bactericides,Agricultural Use,t,2020,353.0,western asia,14.1
031,Azerbaijan,Pesticides (total),Agricultural Use,t,2020,543.0,western asia,14.1
031,Azerbaijan,Pesticides (total),Use per area of cropland,kg/ha,2020,0.23,western asia,14.1
031,Azerbaijan,Pesticides (total),Use per capita,kg/cap,2020,0.05,western asia,14.1
031,Azerbaijan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.1,western asia,14.1
031,Azerbaijan,Insecticides,Agricultural Use,t,2020,169.0,western asia,14.1
031,Azerbaijan,Herbicides,Agricultural Use,t,2020,59.0,western asia,14.1
031,Azerbaijan,Fungicides and Bactericides,Agricultural Use,t,2020,280.0,western asia,14.1
031,Azerbaijan,Plant Growth Regulators,Agricultural Use,t,2020,13.0,western asia,14.1
031,Azerbaijan,Rodenticides,Agricultural Use,t,2020,7.0,western asia,14.1
031,Azerbaijan,Other Pesticides nes,Agricultural Use,t,2020,14.0,western asia,14.1
048,Bahrain,Pesticides (total),Agricultural Use,t,2020,31.0,western asia,14.1
048,Bahrain,Pesticides (total),Use per area of cropland,kg/ha,2020,7.67,western asia,14.1
048,Bahrain,Pesticides (total),Use per capita,kg/cap,2020,0.02,western asia,14.1
048,Bahrain,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.17,western asia,14.1
048,Bahrain,Insecticides,Agricultural Use,t,2020,23.0,western asia,14.1
048,Bahrain,Fungicides and Bactericides,Agricultural Use,t,2020,7.0,western asia,14.1
048,Bahrain,Other Pesticides nes,Agricultural Use,t,2020,1.0,western asia,14.1
050,Bangladesh,Pesticides (total),Agricultural Use,t,2020,15506.0,southern asia,13.9
050,Bangladesh,Pesticides (total),Use per area of cropland,kg/ha,2020,1.76,southern asia,13.9
050,Bangladesh,Pesticides (total),Use per capita,kg/cap,2020,0.09,southern asia,13.9
050,Bangladesh,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.36,southern asia,13.9
050,Bangladesh,Insecticides,Agricultural Use,t,2020,1997.0,southern asia,13.9
050,Bangladesh,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2020,615.0,southern asia,13.9
050,Bangladesh,Insecticides â€“ Carbamates,Agricultural Use,t,2020,378.0,southern asia,13.9
050,Bangladesh,Insecticides â€“ Pyrethroids,Agricultural Use,t,2020,131.0,southern asia,13.9
050,Bangladesh,Insecticides - Biopesticides,Agricultural Use,t,2020,65.0,southern asia,13.9
050,Bangladesh,Insecticides - nes,Agricultural Use,t,2020,808.0,southern asia,13.9
050,Bangladesh,Herbicides,Agricultural Use,t,2020,1416.0,southern asia,13.9
050,Bangladesh,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2020,172.0,southern asia,13.9
050,Bangladesh,Herbicides â€“ Triazines,Agricultural Use,t,2020,65.0,southern asia,13.9
050,Bangladesh,Herbicides â€“ Amides,Agricultural Use,t,2020,511.0,southern asia,13.9
050,Bangladesh,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2020,71.0,southern asia,13.9
050,Bangladesh,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2020,52.0,southern asia,13.9
050,Bangladesh,Herbicides â€“ Bipiridils,Agricultural Use,t,2020,211.0,southern asia,13.9
050,Bangladesh,Herbicides - nes,Agricultural Use,t,2020,334.0,southern asia,13.9
050,Bangladesh,Fungicides and Bactericides,Agricultural Use,t,2020,12085.0,southern asia,13.9
050,Bangladesh,Fung & Bact â€“ Inorganics,Agricultural Use,t,2020,8713.0,southern asia,13.9
050,Bangladesh,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2020,2361.0,southern asia,13.9
050,Bangladesh,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2020,270.0,southern asia,13.9
050,Bangladesh,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2020,325.0,southern asia,13.9
050,Bangladesh,Fung & Bact - nes,Agricultural Use,t,2020,415.0,southern asia,13.9
050,Bangladesh,Rodenticides,Agricultural Use,t,2020,8.0,southern asia,13.9
064,Bhutan,Pesticides (total),Agricultural Use,t,2020,160.0,southern asia,13.9
064,Bhutan,Pesticides (total),Use per area of cropland,kg/ha,2020,1.54,southern asia,13.9
064,Bhutan,Pesticides (total),Use per capita,kg/cap,2020,0.21,southern asia,13.9
064,Bhutan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.78,southern asia,13.9
064,Bhutan,Insecticides,Agricultural Use,t,2020,1.0,southern asia,13.9
064,Bhutan,Herbicides,Agricultural Use,t,2020,156.0,southern asia,13.9
064,Bhutan,Other Pesticides nes,Agricultural Use,t,2020,3.0,southern asia,13.9
096,Brunei Darussalam,Pesticides (total),Agricultural Use,t,2020,286.0,south-eastern asia,14.7
096,Brunei Darussalam,Pesticides (total),Use per area of cropland,kg/ha,2020,28.6,south-eastern asia,14.7
096,Brunei Darussalam,Pesticides (total),Use per capita,kg/cap,2020,0.64,south-eastern asia,14.7
096,Brunei Darussalam,Pesticides (total),Use per value of agricultural production,g/Int$,2020,4.16,south-eastern asia,14.7
096,Brunei Darussalam,Insecticides,Agricultural Use,t,2020,17.0,south-eastern asia,14.7
096,Brunei Darussalam,Herbicides,Agricultural Use,t,2020,241.0,south-eastern asia,14.7
096,Brunei Darussalam,Fungicides and Bactericides,Agricultural Use,t,2020,23.0,south-eastern asia,14.7
096,Brunei Darussalam,Rodenticides,Agricultural Use,t,2020,5.0,south-eastern asia,14.7
116,Cambodia,Pesticides (total),Agricultural Use,t,2020,15273.0,south-eastern asia,14.7
116,Cambodia,Pesticides (total),Use per area of cropland,kg/ha,2020,3.35,south-eastern asia,14.7
116,Cambodia,Pesticides (total),Use per capita,kg/cap,2020,0.91,south-eastern asia,14.7
116,Cambodia,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.87,south-eastern asia,14.7
116,Cambodia,Insecticides,Agricultural Use,t,2020,5670.0,south-eastern asia,14.7
116,Cambodia,Herbicides,Agricultural Use,t,2020,4944.0,south-eastern asia,14.7
116,Cambodia,Fungicides and Bactericides,Agricultural Use,t,2020,3837.0,south-eastern asia,14.7
116,Cambodia,Plant Growth Regulators,Agricultural Use,t,2020,176.0,south-eastern asia,14.7
116,Cambodia,Rodenticides,Agricultural Use,t,2020,200.0,south-eastern asia,14.7
116,Cambodia,Other Pesticides nes,Agricultural Use,t,2020,446.0,south-eastern asia,14.7
344,"China, Hong Kong Special Administrative Region",Pesticides (total),Agricultural Use,t,2020,55.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Pesticides (total),Use per area of cropland,kg/ha,2020,18.33,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Pesticides (total),Use per capita,kg/cap,2020,0.01,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.25,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Insecticides,Agricultural Use,t,2020,14.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Insecticides â€“ Organo-phosphates,Agricultural Use,t,2020,10.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Insecticides â€“ Carbamates,Agricultural Use,t,2020,3.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Insecticides â€“ Pyrethroids,Agricultural Use,t,2020,1.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Herbicides,Agricultural Use,t,2020,24.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2020,1.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Herbicides - nes,Agricultural Use,t,2020,23.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Fungicides and Bactericides,Agricultural Use,t,2020,17.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2020,5.0,eastern asia,15.3
344,"China, Hong Kong Special Administrative Region",Fung & Bact - nes,Agricultural Use,t,2020,12.0,eastern asia,15.3
446,"China, Macao Special Administrative Region",Pesticides (total),Agricultural Use,t,2020,310.0,eastern asia,15.3
446,"China, Macao Special Administrative Region",Pesticides (total),Use per capita,kg/cap,2020,0.45,eastern asia,15.3
446,"China, Macao Special Administrative Region",Pesticides (total),Use per value of agricultural production,g/Int$,2020,8.96,eastern asia,15.3
446,"China, Macao Special Administrative Region",Insecticides,Agricultural Use,t,2020,231.0,eastern asia,15.3
446,"China, Macao Special Administrative Region",Herbicides,Agricultural Use,t,2020,6.0,eastern asia,15.3
446,"China, Macao Special Administrative Region",Fungicides and Bactericides,Agricultural Use,t,2020,9.0,eastern asia,15.3
446,"China, Macao Special Administrative Region",Plant Growth Regulators,Agricultural Use,t,2020,5.0,eastern asia,15.3
446,"China, Macao Special Administrative Region",Rodenticides,Agricultural Use,t,2020,33.0,eastern asia,15.3
446,"China, Macao Special Administrative Region",Other Pesticides nes,Agricultural Use,t,2020,26.0,eastern asia,15.3
156,"China, mainland",Pesticides (total),Agricultural Use,t,2020,247844.0,eastern asia,15.3
156,"China, mainland",Pesticides (total),Use per area of cropland,kg/ha,2020,1.94,eastern asia,15.3
156,"China, mainland",Pesticides (total),Use per capita,kg/cap,2020,0.17,eastern asia,15.3
156,"China, mainland",Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.27,eastern asia,15.3
156,"China, mainland",Insecticides,Agricultural Use,t,2020,66801.0,eastern asia,15.3
156,"China, mainland",Herbicides,Agricultural Use,t,2020,102841.0,eastern asia,15.3
156,"China, mainland",Fungicides and Bactericides,Agricultural Use,t,2020,64818.0,eastern asia,15.3
156,"China, mainland",Plant Growth Regulators,Agricultural Use,t,2020,2727.0,eastern asia,15.3
156,"China, mainland",Other Pesticides nes,Agricultural Use,t,2020,10658.0,eastern asia,15.3
158,"China, Taiwan Province of",Pesticides (total),Agricultural Use,t,2020,10549.0,eastern asia,15.3
158,"China, Taiwan Province of",Pesticides (total),Use per area of cropland,kg/ha,2020,13.35,eastern asia,15.3
158,"China, Taiwan Province of",Pesticides (total),Use per capita,kg/cap,2020,0.45,eastern asia,15.3
158,"China, Taiwan Province of",Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.45,eastern asia,15.3
158,"China, Taiwan Province of",Insecticides,Agricultural Use,t,2020,2830.0,eastern asia,15.3
158,"China, Taiwan Province of",Herbicides,Agricultural Use,t,2020,4392.0,eastern asia,15.3
158,"China, Taiwan Province of",Fungicides and Bactericides,Agricultural Use,t,2020,2917.0,eastern asia,15.3
158,"China, Taiwan Province of",Other Pesticides nes,Agricultural Use,t,2020,410.0,eastern asia,15.3
196,Cyprus,Pesticides (total),Agricultural Use,t,2020,1191.0,western asia,14.1
196,Cyprus,Pesticides (total),Use per area of cropland,kg/ha,2020,9.49,western asia,14.1
196,Cyprus,Pesticides (total),Use per capita,kg/cap,2020,0.91,western asia,14.1
196,Cyprus,Pesticides (total),Use per value of agricultural production,g/Int$,2020,2.42,western asia,14.1
196,Cyprus,Insecticides,Agricultural Use,t,2020,94.0,western asia,14.1
196,Cyprus,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2020,12.0,western asia,14.1
196,Cyprus,Insecticides â€“ Pyrethroids,Agricultural Use,t,2020,6.0,western asia,14.1
196,Cyprus,Insecticides - Biopesticides,Agricultural Use,t,2020,4.0,western asia,14.1
196,Cyprus,Insecticides - nes,Agricultural Use,t,2020,73.0,western asia,14.1
196,Cyprus,Herbicides,Agricultural Use,t,2020,181.0,western asia,14.1
196,Cyprus,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2020,54.0,western asia,14.1
196,Cyprus,Herbicides â€“ Triazines,Agricultural Use,t,2020,2.0,western asia,14.1
196,Cyprus,Herbicides â€“ Amides,Agricultural Use,t,2020,2.0,western asia,14.1
196,Cyprus,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2020,3.0,western asia,14.1
196,Cyprus,Herbicides - nes,Agricultural Use,t,2020,121.0,western asia,14.1
196,Cyprus,Fungicides and Bactericides,Agricultural Use,t,2020,863.0,western asia,14.1
196,Cyprus,Fung & Bact â€“ Inorganics,Agricultural Use,t,2020,699.0,western asia,14.1
196,Cyprus,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2020,112.0,western asia,14.1
196,Cyprus,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2020,7.0,western asia,14.1
196,Cyprus,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2020,3.0,western asia,14.1
196,Cyprus,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2020,2.0,western asia,14.1
196,Cyprus,Fung & Bact - nes,Agricultural Use,t,2020,40.0,western asia,14.1
196,Cyprus,Plant Growth Regulators,Agricultural Use,t,2020,1.0,western asia,14.1
196,Cyprus,Other Pesticides nes,Agricultural Use,t,2020,52.0,western asia,14.1
268,Georgia,Pesticides (total),Agricultural Use,t,2020,2863.0,western asia,14.1
268,Georgia,Pesticides (total),Use per area of cropland,kg/ha,2020,6.54,western asia,14.1
268,Georgia,Pesticides (total),Use per capita,kg/cap,2020,0.75,western asia,14.1
268,Georgia,Pesticides (total),Use per value of agricultural production,g/Int$,2020,2.14,western asia,14.1
268,Georgia,Insecticides,Agricultural Use,t,2020,213.0,western asia,14.1
268,Georgia,Herbicides,Agricultural Use,t,2020,379.0,western asia,14.1
268,Georgia,Fungicides and Bactericides,Agricultural Use,t,2020,2149.0,western asia,14.1
268,Georgia,Plant Growth Regulators,Agricultural Use,t,2020,12.0,western asia,14.1
268,Georgia,Rodenticides,Agricultural Use,t,2020,29.0,western asia,14.1
268,Georgia,Other Pesticides nes,Agricultural Use,t,2020,82.0,western asia,14.1
356,India,Pesticides (total),Agricultural Use,t,2020,40094.0,southern asia,13.9
356,India,Pesticides (total),Use per area of cropland,kg/ha,2020,0.24,southern asia,13.9
356,India,Pesticides (total),Use per capita,kg/cap,2020,0.03,southern asia,13.9
356,India,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.09,southern asia,13.9
356,India,Insecticides,Agricultural Use,t,2020,20619.0,southern asia,13.9
356,India,Herbicides,Agricultural Use,t,2020,6335.0,southern asia,13.9
356,India,Fungicides and Bactericides,Agricultural Use,t,2020,13055.0,southern asia,13.9
356,India,Plant Growth Regulators,Agricultural Use,t,2020,84.0,southern asia,13.9
360,Indonesia,Pesticides (total),Agricultural Use,t,2020,213036.0,south-eastern asia,14.7
360,Indonesia,Pesticides (total),Use per area of cropland,kg/ha,2020,4.91,south-eastern asia,14.7
360,Indonesia,Pesticides (total),Use per capita,kg/cap,2020,0.78,south-eastern asia,14.7
360,Indonesia,Pesticides (total),Use per value of agricultural production,g/Int$,2020,2.16,south-eastern asia,14.7
360,Indonesia,Insecticides,Agricultural Use,t,2020,123927.0,south-eastern asia,14.7
360,Indonesia,Herbicides,Agricultural Use,t,2020,47223.0,south-eastern asia,14.7
360,Indonesia,Fungicides and Bactericides,Agricultural Use,t,2020,29881.0,south-eastern asia,14.7
360,Indonesia,Plant Growth Regulators,Agricultural Use,t,2020,4936.0,south-eastern asia,14.7
360,Indonesia,Rodenticides,Agricultural Use,t,2020,7070.0,south-eastern asia,14.7
364,Iran (Islamic Republic of),Pesticides (total),Agricultural Use,t,2020,5856.0,southern asia,13.9
364,Iran (Islamic Republic of),Pesticides (total),Use per area of cropland,kg/ha,2020,0.33,southern asia,13.9
364,Iran (Islamic Republic of),Pesticides (total),Use per capita,kg/cap,2020,0.07,southern asia,13.9
364,Iran (Islamic Republic of),Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.16,southern asia,13.9
364,Iran (Islamic Republic of),Insecticides,Agricultural Use,t,2020,2600.0,southern asia,13.9
364,Iran (Islamic Republic of),Herbicides,Agricultural Use,t,2020,884.0,southern asia,13.9
364,Iran (Islamic Republic of),Fungicides and Bactericides,Agricultural Use,t,2020,310.0,southern asia,13.9
364,Iran (Islamic Republic of),Rodenticides,Agricultural Use,t,2020,5.0,southern asia,13.9
364,Iran (Islamic Republic of),Other Pesticides nes,Agricultural Use,t,2020,2057.0,southern asia,13.9
368,Iraq,Pesticides (total),Agricultural Use,t,2020,437.0,western asia,14.1
368,Iraq,Pesticides (total),Use per area of cropland,kg/ha,2020,0.08,western asia,14.1
368,Iraq,Pesticides (total),Use per capita,kg/cap,2020,0.01,western asia,14.1
368,Iraq,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.07,western asia,14.1
368,Iraq,Insecticides,Agricultural Use,t,2020,43.0,western asia,14.1
368,Iraq,Herbicides,Agricultural Use,t,2020,265.0,western asia,14.1
368,Iraq,Fungicides and Bactericides,Agricultural Use,t,2020,107.0,western asia,14.1
368,Iraq,Rodenticides,Agricultural Use,t,2020,3.0,western asia,14.1
368,Iraq,Other Pesticides nes,Agricultural Use,t,2020,19.0,western asia,14.1
376,Israel,Pesticides (total),Agricultural Use,t,2020,7334.0,western asia,14.1
376,Israel,Pesticides (total),Use per area of cropland,kg/ha,2020,19.46,western asia,14.1
376,Israel,Pesticides (total),Use per capita,kg/cap,2020,0.83,western asia,14.1
376,Israel,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.64,western asia,14.1
376,Israel,Insecticides,Agricultural Use,t,2020,734.0,western asia,14.1
376,Israel,Insecticides â€“ Carbamates,Agricultural Use,t,2020,34.0,western asia,14.1
376,Israel,Insecticides â€“ Pyrethroids,Agricultural Use,t,2020,58.0,western asia,14.1
376,Israel,Insecticides - nes,Agricultural Use,t,2020,642.0,western asia,14.1
376,Israel,Herbicides,Agricultural Use,t,2020,1820.0,western asia,14.1
376,Israel,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2020,127.0,western asia,14.1
376,Israel,Herbicides - nes,Agricultural Use,t,2020,1693.0,western asia,14.1
376,Israel,Fungicides and Bactericides,Agricultural Use,t,2020,3458.0,western asia,14.1
376,Israel,Fung & Bact â€“ Inorganics,Agricultural Use,t,2020,647.0,western asia,14.1
376,Israel,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2020,2221.0,western asia,14.1
376,Israel,Fung & Bact - nes,Agricultural Use,t,2020,590.0,western asia,14.1
376,Israel,Plant Growth Regulators,Agricultural Use,t,2020,237.0,western asia,14.1
376,Israel,Other Pesticides nes,Agricultural Use,t,2020,1085.0,western asia,14.1
392,Japan,Pesticides (total),Agricultural Use,t,2020,48889.0,eastern asia,15.3
392,Japan,Pesticides (total),Use per area of cropland,kg/ha,2020,11.18,eastern asia,15.3
392,Japan,Pesticides (total),Use per capita,kg/cap,2020,0.39,eastern asia,15.3
392,Japan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.78,eastern asia,15.3
392,Japan,Insecticides,Agricultural Use,t,2020,14588.0,eastern asia,15.3
392,Japan,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2020,1361.0,eastern asia,15.3
392,Japan,Insecticides â€“ Carbamates,Agricultural Use,t,2020,197.0,eastern asia,15.3
392,Japan,Insecticides â€“ Pyrethroids,Agricultural Use,t,2020,164.0,eastern asia,15.3
392,Japan,Insecticides - nes,Agricultural Use,t,2020,12866.0,eastern asia,15.3
392,Japan,Herbicides,Agricultural Use,t,2020,13766.0,eastern asia,15.3
392,Japan,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2020,562.0,eastern asia,15.3
392,Japan,Herbicides â€“ Triazines,Agricultural Use,t,2020,353.0,eastern asia,15.3
392,Japan,Herbicides â€“ Amides,Agricultural Use,t,2020,1180.0,eastern asia,15.3
392,Japan,Herbicides â€“ Carbamates,Agricultural Use,t,2020,599.0,eastern asia,15.3
392,Japan,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2020,290.0,eastern asia,15.3
392,Japan,Herbicides â€“ Urea derivates,Agricultural Use,t,2020,576.0,eastern asia,15.3
392,Japan,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2020,81.0,eastern asia,15.3
392,Japan,Herbicides â€“ Bipiridils,Agricultural Use,t,2020,197.0,eastern asia,15.3
392,Japan,Herbicides â€“ Uracil,Agricultural Use,t,2020,179.0,eastern asia,15.3
392,Japan,Herbicides - nes,Agricultural Use,t,2020,9750.0,eastern asia,15.3
392,Japan,Fungicides and Bactericides,Agricultural Use,t,2020,20071.0,eastern asia,15.3
392,Japan,Fung & Bact â€“ Inorganics,Agricultural Use,t,2020,3428.0,eastern asia,15.3
392,Japan,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2020,2930.0,eastern asia,15.3
392,Japan,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2020,454.0,eastern asia,15.3
392,Japan,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2020,293.0,eastern asia,15.3
392,Japan,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2020,2.0,eastern asia,15.3
392,Japan,Fung & Bact - nes,Agricultural Use,t,2020,12965.0,eastern asia,15.3
392,Japan,Plant Growth Regulators,Agricultural Use,t,2020,462.0,eastern asia,15.3
392,Japan,Rodenticides,Agricultural Use,t,2020,2.0,eastern asia,15.3
392,Japan,Rodenticides â€“ Other,Agricultural Use,t,2020,2.0,eastern asia,15.3
400,Jordan,Pesticides (total),Agricultural Use,t,2020,462.0,western asia,14.1
400,Jordan,Pesticides (total),Use per area of cropland,kg/ha,2020,1.61,western asia,14.1
400,Jordan,Pesticides (total),Use per capita,kg/cap,2020,0.04,western asia,14.1
400,Jordan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.22,western asia,14.1
400,Jordan,Insecticides,Agricultural Use,t,2020,232.0,western asia,14.1
400,Jordan,Herbicides,Agricultural Use,t,2020,16.0,western asia,14.1
400,Jordan,Fungicides and Bactericides,Agricultural Use,t,2020,193.0,western asia,14.1
400,Jordan,Other Pesticides nes,Agricultural Use,t,2020,21.0,western asia,14.1
398,Kazakhstan,Pesticides (total),Agricultural Use,t,2020,14492.0,central asia,9.9
398,Kazakhstan,Pesticides (total),Use per area of cropland,kg/ha,2020,0.49,central asia,9.9
398,Kazakhstan,Pesticides (total),Use per capita,kg/cap,2020,0.74,central asia,9.9
398,Kazakhstan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.98,central asia,9.9
398,Kazakhstan,Insecticides,Agricultural Use,t,2020,601.0,central asia,9.9
398,Kazakhstan,Herbicides,Agricultural Use,t,2020,12866.0,central asia,9.9
398,Kazakhstan,Fungicides and Bactericides,Agricultural Use,t,2020,1022.0,central asia,9.9
398,Kazakhstan,Plant Growth Regulators,Agricultural Use,t,2020,3.0,central asia,9.9
414,Kuwait,Pesticides (total),Agricultural Use,t,2020,1493.0,western asia,14.1
414,Kuwait,Pesticides (total),Use per capita,kg/cap,2020,0.34,western asia,14.1
414,Kuwait,Pesticides (total),Use per value of agricultural production,g/Int$,2020,2.44,western asia,14.1
414,Kuwait,Insecticides,Agricultural Use,t,2020,653.0,western asia,14.1
414,Kuwait,Herbicides,Agricultural Use,t,2020,47.0,western asia,14.1
414,Kuwait,Fungicides and Bactericides,Agricultural Use,t,2020,187.0,western asia,14.1
414,Kuwait,Rodenticides,Agricultural Use,t,2020,560.0,western asia,14.1
414,Kuwait,Other Pesticides nes,Agricultural Use,t,2020,47.0,western asia,14.1
417,Kyrgyzstan,Pesticides (total),Agricultural Use,t,2020,693.0,central asia,9.9
417,Kyrgyzstan,Pesticides (total),Use per area of cropland,kg/ha,2020,0.51,central asia,9.9
417,Kyrgyzstan,Pesticides (total),Use per capita,kg/cap,2020,0.1,central asia,9.9
417,Kyrgyzstan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.2,central asia,9.9
417,Kyrgyzstan,Insecticides,Agricultural Use,t,2020,191.0,central asia,9.9
417,Kyrgyzstan,Herbicides,Agricultural Use,t,2020,457.0,central asia,9.9
417,Kyrgyzstan,Fungicides and Bactericides,Agricultural Use,t,2020,45.0,central asia,9.9
418,Lao People's Democratic Republic,Pesticides (total),Agricultural Use,t,2020,187.0,south-eastern asia,14.7
418,Lao People's Democratic Republic,Pesticides (total),Use per area of cropland,kg/ha,2020,0.12,south-eastern asia,14.7
418,Lao People's Democratic Republic,Pesticides (total),Use per capita,kg/cap,2020,0.03,south-eastern asia,14.7
418,Lao People's Democratic Republic,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.04,south-eastern asia,14.7
418,Lao People's Democratic Republic,Insecticides,Agricultural Use,t,2020,12.0,south-eastern asia,14.7
418,Lao People's Democratic Republic,Herbicides,Agricultural Use,t,2020,123.0,south-eastern asia,14.7
418,Lao People's Democratic Republic,Fungicides and Bactericides,Agricultural Use,t,2020,52.0,south-eastern asia,14.7
422,Lebanon,Pesticides (total),Agricultural Use,t,2020,1816.0,western asia,14.1
422,Lebanon,Pesticides (total),Use per area of cropland,kg/ha,2020,6.62,western asia,14.1
422,Lebanon,Pesticides (total),Use per capita,kg/cap,2020,0.32,western asia,14.1
422,Lebanon,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.98,western asia,14.1
422,Lebanon,Insecticides,Agricultural Use,t,2020,255.0,western asia,14.1
422,Lebanon,Herbicides,Agricultural Use,t,2020,534.0,western asia,14.1
422,Lebanon,Fungicides and Bactericides,Agricultural Use,t,2020,988.0,western asia,14.1
422,Lebanon,Rodenticides,Agricultural Use,t,2020,39.0,western asia,14.1
